,Drug_ID,SMILES,DILI
0,187.0,CC(=O)OCC[N+](C)(C)C,0.0
1,247.0,C[N+](C)(C)CC(=O)[O-],0.0
2,298.0,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.0
3,338.0,O=C(O)c1ccccc1O,0.0
4,444.0,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,0.0
5,453.0,OCC(O)C(O)C(O)C(O)CO,0.0
6,564.0,NCCCCCC(=O)O,0.0
7,679.0,CS(C)=O,0.0
8,681.0,NCCc1ccc(O)c(O)c1,0.0
9,727.0,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0.0
10,892.0,OC1C(O)C(O)C(O)C(O)C1O,0.0
11,938.0,O=C(O)c1cccnc1,1.0
12,978.0,Nc1ccc(C(=O)O)cc1,0.0
13,988.0,CC(C)(CO)C(O)C(=O)NCCC(=O)O,0.0
14,1046.0,NC(=O)c1cnccn1,1.0
15,1054.0,Cc1ncc(CO)c(CO)c1O,0.0
16,1130.0,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.0
17,1674.0,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,1.0
18,1775.0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1.0
19,1923.0,Oc1cccc2cccnc12,1.0
20,1935.0,Nc1c2c(nc3ccccc13)CCCC2,0.0
21,1986.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,1.0
22,1989.0,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1.0
24,2082.0,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,1.0
25,2083.0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0.0
26,2088.0,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,0.0
27,2094.0,O=c1ncnc2[nH][nH]cc1-2,1.0
28,2130.0,NC12CC3CC(CC(C3)C1)C2,0.0
29,2140.0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0.0
30,2141.0,NCCCNCCSP(=O)(O)O,0.0
31,2145.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,0.0
32,2160.0,CN(C)CCC=C1c2ccccc2CCc2ccccc21,0.0
33,2165.0,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,1.0
34,2179.0,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,1.0
35,2244.0,CC(=O)Oc1ccccc1C(=O)O,0.0
36,2247.0,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.0
37,2249.0,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.0
38,2265.0,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,1.0
39,2313.0,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,1.0
40,2333.0,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,1.0
41,2341.0,CC(Cc1ccccc1)N(C)Cc1ccccc1,0.0
42,2370.0,CC(C[N+](C)(C)C)OC(N)=O,0.0
43,2381.0,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,0.0
44,2406.0,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,1.0
45,2471.0,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,1.0
46,2474.0,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.0
47,2477.0,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.0
48,2478.0,CS(=O)(=O)OCCCCOS(C)(=O)=O,1.0
49,2520.0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.0
50,2554.0,NC(=O)N1c2ccccc2C=Cc2ccccc21,1.0
51,2562.0,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,0.0
52,2564.0,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,0.0
53,2576.0,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0.0
54,2610.0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,1.0
55,2662.0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1.0
56,2707.0,OC(O)C(Cl)(Cl)Cl,0.0
57,2710.0,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.0
58,2717.0,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,1.0
59,2725.0,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0.0
60,2727.0,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1.0
61,2733.0,O=c1[nH]c2cc(Cl)ccc2o1,1.0
62,2749.0,Cc1cc(C2CCCCC2)n(O)c(=O)c1,0.0
63,2754.0,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,0.0
64,2764.0,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1.0
65,2803.0,Clc1cccc(Cl)c1NC1=NCCN1,1.0
66,2818.0,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,1.0
67,2898.0,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,1.0
68,2913.0,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,1.0
69,2952.0,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,1.0
70,2955.0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.0
71,2973.0,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0.0
72,2995.0,CNCCCN1c2ccccc2CCc2ccccc21,0.0
73,3033.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0
74,3042.0,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,0.0
75,3059.0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,1.0
76,3080.0,OCC(S)CS,1.0
77,3100.0,CN(C)CCOC(c1ccccc1)c1ccccc1,0.0
78,3108.0,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,1.0
79,3117.0,CCN(CC)C(=S)SSC(=S)N(CC)CC,1.0
80,3152.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,0.0
81,3162.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0.0
82,3168.0,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0.0
83,3202.0,CC[N+](C)(C)c1cccc(O)c1,0.0
84,3305.0,CC(O)(P(=O)(O)O)P(=O)(O)O,0.0
85,3308.0,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,1.0
86,3330.0,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,1.0
87,3339.0,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1.0
88,3342.0,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,1.0
89,3345.0,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.0
90,3348.0,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.0
91,3351.0,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1.0
92,3354.0,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,0.0
93,3365.0,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0
94,3366.0,Nc1[nH]c(=O)ncc1F,1.0
95,3385.0,O=c1[nH]cc(F)c(=O)[nH]1,1.0
96,3386.0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0.0
97,3394.0,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,1.0
98,3397.0,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1.0
99,3404.0,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,0.0
100,3435.0,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,1.0
101,3440.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1.0
102,3446.0,NCC1(CC(=O)O)CCCCC1,0.0
103,3467.0,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0.0
104,3474.0,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,1.0
105,3516.0,COc1ccccc1OCC(O)CO,0.0
106,3518.0,NC(N)=NCCN1CCCCCCC1,0.0
107,3610.0,CCCCCCc1ccc(O)cc1O,0.0
108,3639.0,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1.0
109,3658.0,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.0
110,3675.0,NNCCc1ccccc1,0.0
111,3676.0,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.0
112,3698.0,Nc1cc(-c2ccncc2)c[nH]c1=O,1.0
113,3715.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1.0
115,3748.0,CC(C)NNC(=O)c1ccncc1,1.0
116,3759.0,Cc1cc(C(=O)NNCc2ccccc2)no1,1.0
117,3779.0,CC(C)NCC(O)c1ccc(O)c(O)c1,0.0
118,3783.0,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0.0
119,3821.0,CNC1(c2ccccc2Cl)CCCCC1=O,0.0
120,3825.0,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1.0
121,3826.0,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,1.0
122,3899.0,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,1.0
123,3902.0,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1.0
124,3948.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,1.0
125,3955.0,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.0
126,3957.0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.0
127,3961.0,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1.0
128,4011.0,CNCCCC12CCC(c3ccccc31)c1ccccc12,0.0
129,4030.0,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,1.0
130,4034.0,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0.0
131,4037.0,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,1.0
132,4044.0,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1.0
133,4046.0,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,0.0
134,4054.0,CC12CC3CC(C)(C1)CC(N)(C3)C2,0.0
135,4078.0,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,1.0
136,4086.0,CC(C)NCC(O)c1cc(O)cc(O)c1,0.0
137,4091.0,CN(C)C(=N)N=C(N)N,0.0
138,4170.0,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,1.0
139,4173.0,Cc1ncc([N+](=O)[O-])n1CCO,1.0
140,4174.0,CC(C)(C(=O)c1cccnc1)c1cccnc1,0.0
141,4192.0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0.0
142,4195.0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0.0
143,4201.0,N=c1nc(N2CCCCC2)cc(N)n1O,0.0
144,4211.0,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,0.0
145,4212.0,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,1.0
146,4260.0,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,1.0
147,4421.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1.0
148,4454.0,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0.0
149,4463.0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,1.0
150,4472.0,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,1.0
151,4474.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1.0
152,4485.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],1.0
153,4493.0,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1.0
154,4495.0,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,1.0
155,4497.0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,1.0
156,4528.0,CN1Cc2c(N)cccc2C(c2ccccc2)C1,1.0
157,4539.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1.0
158,4601.0,Cc1ccccc1C(OCCN(C)C)c1ccccc1,0.0
159,4614.0,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1.0
160,4622.0,CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,1.0
161,4634.0,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0.0
162,4674.0,NCCC(O)(P(=O)(O)O)P(=O)(O)O,0.0
163,4678.0,CC(C)(CO)C(O)C(=O)NCCCO,0.0
164,4680.0,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,1.0
165,4688.0,C#CCN(C)Cc1ccccc1,0.0
166,4723.0,NC1=NC(=O)C(c2ccccc2)O1,1.0
167,4746.0,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1.0
168,4754.0,CCOc1ccc(NC(C)=O)cc1,1.0
169,4756.0,Nc1ccc(N=Nc2ccccc2)c(N)n1,0.0
170,4768.0,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0.0
171,4771.0,CC(C)(N)Cc1ccccc1,0.0
172,4781.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1.0
173,4812.0,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,0.0
174,4826.0,CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C,0.0
175,4828.0,CC(C)NCC(O)COc1cccc2[nH]ccc12,0.0
176,4891.0,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,0.0
177,4908.0,COc1cc(NC(C)CCCN)c2ncccc2c1,0.0
178,4909.0,CCC1(c2ccccc2)C(=O)NCNC1=O,0.0
179,4912.0,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0
180,4917.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0
181,4919.0,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,0.0
182,4932.0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,0.0
183,4943.0,CC(C)c1cccc(C(C)C)c1O,0.0
184,4946.0,CC(C)NCC(O)COc1cccc2ccccc12,0.0
185,4976.0,CNCCCC1c2ccccc2C=Cc2ccccc21,0.0
186,4991.0,CN(C)C(=O)Oc1ccc[n+](C)c1,0.0
187,4992.0,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0.0
188,4993.0,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1.0
189,5070.0,Nc1nc2ccc(OC(F)(F)F)cc2s1,1.0
190,5073.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1.0
191,5147.0,NC(=O)c1ccccc1O,0.0
192,5184.0,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.0
193,5234.0,[Cl-].[Na+],0.0
194,5291.0,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1.0
195,5314.0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0.0
196,5328.0,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.0
197,5329.0,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1.0
198,5333.0,Nc1ccc(S(N)(=O)=O)cc1,1.0
199,5340.0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1.0
200,5342.0,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0.0
201,5352.0,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,1.0
202,5354.0,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,1.0
203,5394.0,Cn1nnc2c(C(N)=O)ncn2c1=O,0.0
204,5402.0,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,1.0
205,5405.0,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.0
206,5411.0,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0.0
207,5472.0,Clc1ccccc1CN1CCc2sccc2C1,1.0
208,5503.0,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,1.0
209,5505.0,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1.0
210,5509.0,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,1.0
211,5526.0,NCC1CCC(C(=O)O)CC1,0.0
212,5533.0,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0
213,5572.0,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,0.0
214,5577.0,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,1.0
215,5578.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1.0
216,5591.0,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,1.0
217,5717.0,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,1.0
218,5734.0,NS(=O)(=O)Cc1noc2ccccc12,1.0
219,5743.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.0
220,5746.0,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,0.0
221,5749.0,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0.0
222,5754.0,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,0.0
223,5757.0,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,0.0
224,5775.0,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,0.0
225,5790.0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,1.0
226,5816.0,CNCC(O)c1ccc(O)c(O)c1,0.0
227,5826.0,CC(N)Cc1ccccc1,0.0
228,5865.0,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,0.0
229,5878.0,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.0
230,5891.0,COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1,1.0
231,5897.0,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,1.0
232,5904.0,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.0
233,5905.0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,1.0
234,5910.0,CCC1C(=O)OCC1Cc1cncn1C,0.0
235,5920.0,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.0
236,5983.0,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,0.0
237,6024.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1.0
238,6032.0,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,0.0
239,6047.0,NC(Cc1ccc(O)c(O)c1)C(=O)O,0.0
240,6082.0,COc1ccc(OC)c(C(O)C(C)N)c1,0.0
241,6098.0,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.0
242,6134.0,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0.0
243,6137.0,CSCCC(N)C(=O)O,0.0
244,6167.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0
245,6194.0,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,1.0
246,6221.0,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,0.0
247,6230.0,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0.0
248,6253.0,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1.0
249,6322.0,NC(N)=NCCCC(N)C(=O)O,0.0
250,6503.0,NC(CO)(CO)CO,0.0
251,6726.0,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.0
252,6832.0,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,0.0
253,7108.0,c1ccc2c(c1)Nc1ccccc1S2,1.0
254,7699.0,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,0.0
255,8226.0,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0.0
256,8593.0,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,1.0
257,8944.0,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,0.0
258,9052.0,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)oc2ccccc2c1=O,1.0
