,Drug_ID,SMILES,DILI
259,9294.0,CNC(C)C(O)c1ccccc1,0.0
260,9346.0,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C,1.0
261,9444.0,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,1.0
262,9681.0,CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,0.0
263,9902.0,CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.0
264,9904.0,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,1.0
265,10631.0,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,0.0
266,10836.0,CNC(C)Cc1ccccc1,0.0
267,10917.0,C[N+](C)(C)CC(O)CC(=O)[O-],0.0
268,11033.0,NC(=O)NS(=O)(=O)c1ccc(N)cc1,1.0
269,11080.0,S=C=Nc1cccc2ccccc12,1.0
270,11333.0,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,0.0
271,11806.0,CC(C)(N)CO.Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,0.0
272,12124.0,CC(=O)Nc1cccc(O)c1,0.0
273,12460.0,CC1C(c2ccccc2)OCCN1C,0.0
274,12560.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,1.0
275,13109.0,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,0.0
277,13505.0,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,0.0
278,13804.0,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,0.0
279,14403.0,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,1.0
280,14985.0,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0.0
281,15250.0,CC(C)Cc1ccc(CC(=O)O)cc1,1.0
282,15541.0,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,0.0
283,16231.0,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,1.0
284,16362.0,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.0
285,16960.0,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,0.0
286,17012.0,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.0
287,18283.0,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,1.0
288,18381.0,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.0
289,19649.0,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,0.0
290,19988.0,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,0.0
291,20469.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,0.0
292,21382.0,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,1.0
293,23897.0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,0.0
294,24066.0,Nc1ccn(C2CCC(CO)O2)c(=O)n1,1.0
295,24705.0,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.0
296,25429.0,COC(=O)Nc1nc2ccccc2[nH]1,1.0
297,25517.0,[Cl-].[NH4+],0.0
298,26757.0,C#CCN(C)C(C)Cc1ccccc1,0.0
299,26934.0,CC(N)C(O)c1ccccc1,0.0
300,26987.0,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0.0
301,27350.0,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1.[Br-].[Br-],0.0
302,28486.0,[Li+],0.0
303,28858.0,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,1.0
304,29321.0,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,1.0
305,29327.0,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,1.0
306,30322.0,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0.0
307,30951.0,C=CCOc1ccc(CC(=O)O)cc1Cl,1.0
308,31378.0,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,0.0
309,31401.0,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0.0
310,32756.0,CC(=O)NC1C(O)OC(CO)C(OS(=O)(=O)[O-])C1OC1OC(C(=O)[O-])C(O)C(O)C1O,1.0
311,33176.0,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,1.0
312,34359.0,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,0.0
313,34633.0,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,1.0
314,35370.0,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,1.0
315,35935.0,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,1.0
317,36462.0,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,1.0
318,36811.0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,0.0
319,37464.0,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,0.0
320,37768.0,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.0
321,38409.0,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,1.0
322,39042.0,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0.0
323,39147.0,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.0
324,39186.0,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,1.0
325,39941.0,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,1.0
326,40326.0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,0.0
327,40399.0,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,1.0
328,40926.0,OCC1OC(n2cnc3c2NC=NCC3O)CC1O,1.0
329,41867.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1.0
330,43708.0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1,1.0
331,47576.0,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1.0
332,50599.0,O=c1nc[nH]c2c1ncn2C1CCC(CO)O1,1.0
333,53232.0,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.0
334,53359.0,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,1.0
335,54454.0,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.0
336,54766.0,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,0.0
337,54892.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,1.0
338,55185.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,0.0
339,55283.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,1.0
340,56069.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,1.0
341,57363.0,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,0.0
342,59768.0,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,0.0
343,60021.0,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,1.0
345,60172.0,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,1.0
346,60198.0,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,1.0
347,60490.0,CC(c1cc2ccccc2s1)N(O)C(N)=O,1.0
348,60663.0,COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,0.0
349,60700.0,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,0.0
350,60714.0,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3],0.0
351,60726.0,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,1.0
352,60753.0,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,0.0
353,60774.0,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,0.0
354,60787.0,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,1.0
355,60823.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,1.0
356,60825.0,Nc1ccn(C2CSC(CO)O2)c(=O)n1,1.0
357,60835.0,CNCCC(Oc1cccc2ccccc12)c1cccs1,1.0
358,60877.0,Nc1nc(=O)n(C2CSC(CO)O2)cc1F,1.0
359,60919.0,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1.0
360,60953.0,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,1.0
361,62959.0,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,1.0
362,65140.0,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,1.0
363,65492.0,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0.0
364,65592.0,Cc1cc(Br)c(O)c2ncccc12,1.0
365,65679.0,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,1.0
366,65869.0,NC(N)=Nc1nc(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1,1.0
367,67425.0,CCN(CC)CCOc1cccc(OCCN(CC)CC)c1OCCN(CC)CC,0.0
368,68617.0,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,0.0
369,68870.0,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1.0
370,71900.0,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,1.0
371,72474.0,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,1.0
372,77999.0,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,1.0
373,82146.0,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,1.0
374,84029.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,1.0
375,93860.0,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,1.0
376,104865.0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,1.0
378,123620.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,0.0
379,126941.0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,1.0
380,146570.0,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0.0
382,149096.0,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1.0
383,149351.0,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,0.0
384,151166.0,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,1.0
385,152946.0,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1.0
386,153270.0,CCOC1OC(=O)CC1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12,1.0
387,153941.0,C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21,1.0
388,165580.0,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0.0
389,171548.0,O=C(O)CCCCC1SCC2NC(=O)NC21,0.0
390,174174.0,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0.0
391,197712.0,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,1.0
393,208908.0,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1.0
394,213039.0,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,1.0
395,239062.0,CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1,1.0
396,255968.0,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,1.0
397,294641.0,NC(C(=O)O)C1CC(Cl)=NO1,0.0
398,392622.0,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,1.0
399,439260.0,NCC(O)c1ccc(O)c(O)c1,0.0
401,441140.0,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,1.0
402,441184.0,CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,1.0
403,441199.0,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,1.0
404,441233.0,NC1CC1c1ccccc1,0.0
405,441278.0,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,0.0
406,441281.0,C[NH+](C)CCOC(c1ccccc1)c1ccccc1.Cn1c2nc(Cl)nc-2c([O-])n(C)c1=O,0.0
407,441290.0,C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,0.0
408,441350.0,CC(N)(Cc1ccc(O)cc1)C(=O)O,0.0
409,443884.0,CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0.0
410,444013.0,COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-].[Gd+3],0.0
411,445354.0,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,0.0
412,456255.0,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,1.0
413,464205.0,CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,1.0
414,656511.0,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O,1.0
415,657298.0,CCCc1cc(=O)[nH]c(=S)[nH]1,1.0
416,667490.0,S=c1nc[nH]c2nc[nH]c12,1.0
417,708857.0,CN1CCCN=C1C=Cc1cccs1,0.0
418,941651.0,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1.0
419,1349907.0,Cn1cc[nH]c1=S,1.0
420,1548943.0,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,0.0
421,1548972.0,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0.0
422,2723601.0,Nc1nc(=S)c2[nH]cnc2[nH]1,1.0
423,2733526.0,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1.0
425,3001322.0,CCCCN1C(=O)C(C(O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,1.0
426,3033952.0,CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,1.0
427,3034010.0,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,1.0
428,3083544.0,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,0.0
430,4659569.0,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,1.0
431,5280360.0,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,0.0
432,5280452.0,CN1C(=C(O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,1.0
433,5280793.0,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,0.0
434,5281011.0,CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C21,1.0
435,5281040.0,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,0.0
436,5282443.0,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,0.0
437,5284371.0,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0.0
438,5284569.0,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,0.0
439,5284570.0,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,0.0
440,5284594.0,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,0.0
441,5284603.0,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,0.0
442,5284604.0,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0.0
443,5288826.0,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0.0
444,5329102.0,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,1.0
445,5351166.0,CN(C)NN=C1N=CN=C1C(N)=O,1.0
446,5353830.0,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,1.0
447,5353980.0,O=C(O)C1=CC(=NNc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,1.0
448,5360696.0,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,0.0
449,5361919.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,1.0
450,5362124.0,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,1.0
451,5362440.0,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,1.0
454,5480200.0,CON=C(N)c1ccc(-c2ccc(-c3ccc(C(N)=NOC)cc3)o2)cc1,1.0
455,5486971.0,CC(C)CC(CN)CC(=O)O,0.0
456,5488548.0,CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,0.0
457,5493381.0,O=C1C=CC=CC1=C1NC(=C2C=CC=CC2=O)N(c2ccc(C(=O)O)cc2)N1,1.0
458,5493444.0,COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,0.0
460,6433328.0,CCCCCCCCC=CCCCCCCCC(=O)O.NCCO,0.0
461,6433516.0,CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O,0.0
462,6918456.0,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,0.0
463,6918508.0,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,1.0
464,9887054.0,NC1CCCCC1N.O=C([O-])C(=O)[O-].[Pt+2],1.0
465,9915926.0,Cc1ccc(-n2[nH]c(C)c(NN=C3C=CC=C(c4cccc(C(=O)O)c4)C3=O)c2=O)cc1C.NCCO.NCCO,1.0
466,10113978.0,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1.0
467,10429215.0,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.[Br-],0.0
469,11963622.0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+4].[N-]=O,0.0
470,23663956.0,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],1.0
471,23673837.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],0.0
472,54675785.0,C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,1.0
473,54678501.0,O=C1OC(C(O)CO)C(O)=C1O,0.0
474,54680690.0,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12,1.0
